antecedents,consequents,support,confidence,lift,leverage,conviction,score
"frozenset({'substr', 'length'})",frozenset({'CLASS_REFERENCE'}),0.004904364884747425,0.38961038961038963,1.0058015417795962,2.8288759361915806e-05,1.0036817519365284,0.07028900820679815
"frozenset({'substr', 'frame'})",frozenset({'CLASS_EDUCATION'}),0.008827856792545365,0.3884892086330935,2.0121833100835165,0.004440653723964619,1.3195703391704894,0.12398244160585391
"frozenset({'substr', 'document'})",frozenset({'CLASS_EDUCATION'}),0.003106097760340036,0.3762376237623763,1.9487261173196069,0.001512185854129046,1.2936520911018217,0.07209830505314764
"frozenset({'length', 'document'})",frozenset({'CLASS_REFERENCE'}),0.0030243583455942455,0.37373737373737376,0.9648244419293164,-0.00011026202072501054,0.9782428135233906,0.05379764813377846
"frozenset({'document', 'frame'})",frozenset({'CLASS_EDUCATION'}),0.003106097760340036,0.37254901960784315,1.9296209593066693,0.001496404548126957,1.2860470819028937,0.0716744598192337
"frozenset({'document', 'frame'})",frozenset({'CLASS_REFERENCE'}),0.003106097760340036,0.37254901960784315,0.9617566376624505,-0.00012351110192828849,0.9763900809220206,0.0544165393380426
"frozenset({'parent', 'frame'})",frozenset({'CLASS_REFERENCE'}),0.008092202059833251,0.37078651685393255,0.957206635828447,-0.0003617740796338347,0.9736550947009505,0.0875867677875631
"frozenset({'substr', 'parent'})",frozenset({'CLASS_REFERENCE'}),0.00801046264508746,0.36842105263157887,0.9511000544196531,-0.0004118506623966029,0.9700084464061902,0.08681690827828148
"frozenset({'substr', 'frame'})",frozenset({'CLASS_REFERENCE'}),0.008255680889324832,0.36330935251798563,0.937903907724211,-0.0005465864019555036,0.9622206890309399,0.0874281199394576
"frozenset({'player', 'flash'})",frozenset({'CLASS_DESIGN'}),0.003351316004577407,0.3360655737704918,1.2458867362146049,0.0006614117723839114,1.0998976743622813,0.06367368345262063
"frozenset({'com', 'script'})",frozenset({'CLASS_DESIGN'}),0.003269576589831617,0.32,1.1863272727272727,0.0005135271716005764,1.073911663733664,0.0614064960894636
"frozenset({'text', 'script'})",frozenset({'CLASS_DESIGN'}),0.004250449566781102,0.31901840490797545,1.1826882320133854,0.0006565611254078251,1.0723636829571108,0.06991325644530832
"frozenset({'com', 'document'})",frozenset({'CLASS_DESIGN'}),0.0035147948340689883,0.31851851851851853,1.1808350168350168,0.0005382614623794645,1.07157707316033,0.06352920239526978
"frozenset({'document', 'script'})",frozenset({'CLASS_DESIGN'}),0.003678273663560569,0.31690140845070425,1.1748399487836108,0.0005474015244501069,1.069040311856934,0.06483598317658672
"frozenset({'type', 'script'})",frozenset({'CLASS_DESIGN'}),0.0045774072257642635,0.3163841807909605,1.1729224447868516,0.0006748412495491104,1.0682314698097835,0.07227284375326785
"frozenset({'com', 'text'})",frozenset({'CLASS_REFERENCE'}),0.0030243583455942455,0.31092436974789917,0.8026690735378346,-0.0007435186603854667,0.889070642790783,0.04889369893212829
"frozenset({'type', 'text'})",frozenset({'CLASS_DESIGN'}),0.004086970737289521,0.3048780487804878,1.1302660753880265,0.0004710339005703961,1.0505493749085808,0.06716101218437373
"frozenset({'com', 'document'})",frozenset({'CLASS_REFERENCE'}),0.003351316004577407,0.30370370370370364,0.7840285104686875,-0.0009231663131306703,0.8798508864378657,0.050935053445798545
